village_id,candidate_minigrids,existing_minigrids,facilities,grid_extension,existing_grid,distance_to_grid,mean_ndvi,mean_wind_speed,mean_pvout_solar_radiation,total_population,mean_biomass,building_count,permanent_building_count,educational_facilities,health_facilities,social_facilities,services,primary_roads,secondary_roads,tertiary_roads,unclassified_roads,percentage_crop_land,percentage_built_area,contains_protected_area,protected_area_name,electrification_strategy
5503005,0,0,0,0,0,5939.468504688645,0.0,0.0,1665.29638671875,195.0987548828125,2.6746131844688983,67,12,0,0,0,0,0,0,0,0,25.01666666666667,0.2066666666666666,True,Aram Forest Reserve,Solar home system
5503006,0,0,0,0,0,4849.757000417125,0.0,0.0,1671.4143880208333,280.837646484375,2.0238402335206276,73,11,0,0,0,0,0,0,0,0,21.08,0.255,False,,Solar home system
5503007,0,0,0,1,0,3797.6328839690423,0.0,0.0,1672.3580729166667,80.14171600341797,2.1260482368119265,27,8,0,0,0,0,0,0,0,0,10.23,0.37,False,,Grid extension
5503008,0,0,2,0,0,3567.2778098963113,0.38506510853767395,1.4188129285682278,1668.7795516304348,748.4898681640625,2.544356897403857,248,48,0,2,0,0,0,0,0,1,18.790000000000003,0.3075,True,Paonyeme Forest Reserve,Solar home system
5503009,0,0,0,0,0,2411.6103211071677,0.0,0.0,1669.484765625,359.8286437988281,2.6515892006999326,104,14,0,0,0,0,0,0,0,1,21.42,0.465,True,Paonyeme Forest Reserve,Solar home system
5503010,0,0,0,1,0,2697.6639602089135,0.0,0.0,1671.7493489583333,284.7214660644531,2.121618543675816,92,15,0,0,0,0,0,0,0,0,21.96333333333333,0.2366666666666666,False,,Grid extension
5503011,0,0,0,1,0,2579.6181729192854,0.0,0.0,1672.844970703125,327.2469482421875,2.1133715220701994,138,30,0,0,0,0,0,0,0,1,14.1525,0.6325,False,,Grid extension
5503012,0,0,0,1,0,5632.137673229662,0.0,0.0,1672.3722426470588,543.2601928710938,2.0099665395190858,227,27,0,0,0,0,0,0,0,0,27.703333333333333,0.635,False,,Grid extension
5503013,0,0,0,0,0,5804.48134744053,0.0,0.0,1673.4541015625,7.6266021728515625,2.1162820298877505,3,1,0,0,0,0,0,0,0,0,25.23,0.01,False,,Solar home system
5503014,0,0,0,0,0,975.1592497887663,0.0,0.0,1668.4620361328125,362.67083740234375,1.795467862215909,157,41,0,0,0,0,0,0,0,0,24.075,21.36,False,,Solar home system
5503015,0,0,0,0,0,1362.3673807600014,0.0,0.0,0.0,285.2509765625,1.718694397292212,115,29,0,0,0,0,0,0,0,0,31.60333333333333,12.5575,False,,Solar home system
5503016,0,0,0,0,0,495.53563299276465,0.0,0.0,1669.1925048828125,538.3313598632812,1.8250697444708095,232,81,0,0,0,0,0,0,0,0,12.675,20.2725,True,Padibe Forest Reserve,Solar home system
5503017,0,0,0,1,0,1696.4048299465833,0.0,0.0,0.0,136.72720336914062,1.780643093970514,56,24,0,0,0,0,0,0,0,0,41.025000000000006,9.755,False,,Grid extension
5503018,0,0,0,1,0,2281.561886154998,0.0,0.0,1665.4182942708333,500.90673828125,1.859433870789007,198,56,0,0,0,0,0,0,0,0,27.465000000000003,8.715000000000002,False,,Grid extension
5503019,0,0,0,0,0,1374.2259188873745,0.0,0.0,1668.4620361328125,327.9981689453125,1.8831624315970814,148,47,0,0,0,0,0,0,0,0,22.6125,6.199999999999999,False,,Solar home system
5503020,0,0,0,0,1,435.53566066917006,0.0,0.0,1669.375,433.6383361816406,1.8164015914863074,167,41,0,0,0,0,0,0,0,0,27.1325,11.4075,False,,Existing grid
5503021,0,0,7,1,0,471.5536943927813,0.0,0.0,1668.8270263671875,459.5848083496094,1.4334031287001014,166,105,5,2,0,0,0,0,0,0,32.015,42.7925,False,,Grid extension
5503022,0,0,0,0,1,127.35285458683781,0.0,0.0,0.0,626.8826293945312,0.7873228966595722,313,131,0,0,0,0,0,0,0,0,7.322500000000001,75.66499999999999,False,,Existing grid
5503023,0,0,0,1,0,855.1252556933996,0.0,0.0,1665.7230224609375,844.0283813476562,1.7445132689488272,360,102,0,0,0,0,0,0,0,1,21.98,26.9475,False,,Grid extension
5503024,0,0,1,0,1,383.61275893271977,0.0,0.0,1670.8359375,387.493896484375,1.9280101477581522,144,50,0,1,0,0,0,0,0,0,11.776666666666667,10.1325,False,,Existing grid
5503025,0,0,0,0,0,1787.48581487217,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,False,,Solar home system
5503026,0,0,0,0,1,606.8050474284328,0.0,0.0,1671.7490234375,221.980224609375,1.9577221005064414,104,28,0,0,0,0,0,0,0,0,30.35,3.945,False,,Existing grid
5503027,0,0,0,0,1,912.8428531922644,0.0,0.0,1669.2840576171875,562.5110473632812,1.8777500564199234,218,75,0,0,0,0,0,0,0,0,25.385,9.215,False,,Existing grid
5503028,0,0,1,0,0,3413.605472892166,0.0,0.0,1658.7828776041667,310.63067626953125,1.8695753692441355,86,12,1,0,0,0,0,0,0,0,33.903333333333336,0.7633333333333333,False,,Solar home system
5503029,0,0,0,1,1,419.21450445817817,0.0,0.0,0.0,315.74505615234375,1.7691428932242623,165,22,0,0,0,0,0,0,0,0,24.55333333333333,5.82,False,,Grid extension
5503030,0,0,0,0,0,536.5384749051075,0.0,0.0,1667.0009765625,348.40911865234375,1.8144592204952366,147,30,0,0,0,0,0,0,0,1,42.64333333333333,16.7025,False,,Solar home system
5503031,0,0,1,1,1,227.91352501617206,0.0,0.0,1667.549072265625,765.1810913085938,1.7221844541298232,291,100,1,0,0,0,0,0,0,8,34.489999999999995,16.215,False,,Grid extension
5503032,0,0,0,1,0,1423.0751153859667,0.0,0.0,1665.6619466145833,162.17047119140625,1.8491028221972923,91,8,0,0,0,0,0,0,0,3,32.623333333333335,0.61,False,,Grid extension
5503033,0,0,0,1,0,2746.7234109073142,0.0,0.0,1652.1587357954545,172.46566772460938,2.2366309860347235,64,17,0,0,0,0,0,0,0,0,28.68,0.3633333333333333,False,,Grid extension
5503034,0,0,0,0,0,2474.3268219052825,0.0,0.0,1660.609130859375,182.3632354736328,1.9621410626049298,77,18,0,0,0,0,0,0,0,0,29.135,1.4125,False,,Solar home system
5503035,0,0,0,1,0,2766.537270617349,0.0,0.0,1664.0789794921875,442.46490478515625,1.8738903144203034,189,34,0,0,0,0,0,0,0,0,30.00333333333333,4.83,False,,Grid extension
5503036,0,0,0,0,0,14353.943056342998,0.0,0.0,1642.9756944444443,236.24996948242188,2.6437355445752733,96,3,0,0,0,0,0,0,4,3,5.383333333333333,0.0566666666666666,False,,Solar home system
5503037,0,0,4,1,1,554.5156525625714,0.0,0.0,1666.635986328125,1088.5487060546875,2.582844745566541,512,214,2,2,0,0,0,0,0,0,9.01,29.8375,True,Palabek Forest Reserve,Grid extension
5503038,0,0,0,1,1,961.8214954153718,0.0,0.0,1666.8179931640625,435.6698913574219,2.3096812682392995,249,58,0,0,0,0,0,0,0,1,13.185000000000002,12.7275,False,,Grid extension
5503039,0,0,0,1,0,2830.1341885550432,0.0,0.0,1658.454296875,444.78021240234375,2.454358087641357,245,51,0,0,0,0,0,0,0,10,21.0725,1.0975,False,,Grid extension
5503040,0,0,0,0,0,8951.622476384027,0.0,0.0,1647.916748046875,291.4127197265625,2.752655411449016,125,12,0,0,0,0,0,0,0,2,17.323333333333334,0.6366666666666666,False,,Solar home system
5503041,0,0,0,1,0,3760.081220145497,0.0,0.0,1658.509033203125,329.72418212890625,2.340072161677171,187,11,0,0,0,0,0,0,0,0,27.7,1.0875,False,,Grid extension
5503042,0,0,0,0,0,9274.263638930213,0.0,0.0,1647.7888671875,91.98211669921875,3.023057753936752,47,7,0,0,0,0,0,0,0,2,11.005,0.6366666666666666,False,,Solar home system
5503043,0,0,1,1,0,6075.9411251682905,0.0,0.0,1651.90390625,634.8218994140625,2.8227903826617,276,67,1,0,0,0,0,0,0,5,12.1775,1.1,False,,Grid extension
5503044,0,0,0,0,0,10913.850364427519,0.0,0.0,1645.54248046875,31.84916114807129,2.743714866997024,18,1,0,0,0,0,0,0,0,1,6.745,0.1033333333333333,False,,Solar home system
5503045,0,0,0,0,1,187.81302540682782,0.0,0.0,0.0,552.2208251953125,1.6686180134358932,355,82,0,0,0,0,0,0,0,1,11.3825,57.3225,False,,Existing grid
5503046,0,0,0,1,0,555.2221203396446,0.0,0.0,0.0,1278.86279296875,1.282303198570628,695,179,0,0,0,0,0,0,0,5,5.916666666666667,79.38250000000001,False,,Grid extension
5503047,0,0,0,0,0,12014.722238888246,0.40385758876800537,1.4188129285682278,1642.1368634259259,571.06103515625,3.063871352526859,87,5,0,0,0,0,0,1,0,1,5.569999999999999,0.1225,False,,Solar home system
5503048,0,0,0,0,0,13897.810079865525,0.0,0.0,1638.7954644097222,432.7607116699219,2.95111890034711,181,21,0,0,0,0,0,0,0,0,16.116666666666667,0.175,False,,Solar home system
5503049,0,0,0,0,0,13482.625994046528,0.0,0.0,1634.4676339285713,375.205078125,2.8911863101447386,138,12,0,0,0,0,0,0,0,0,14.106666666666664,0.05,False,,Solar home system
5503050,1,0,1,0,0,13305.312615002957,0.0,0.0,1639.698486328125,534.5516967773438,2.831309153956004,228,32,1,0,0,0,0,0,0,0,15.626666666666663,0.68,False,,Candidate minigrid
5503051,0,0,0,0,0,19868.375940351645,0.0,0.0,1611.4830729166667,220.68666076660156,3.845027276719362,156,3,0,0,0,0,0,0,0,2,21.2875,0.065,False,,Solar home system
5503052,0,0,0,0,0,14478.579742871914,0.0,0.0,1586.4288429054054,241.1913604736328,5.106229278971478,15,0,0,0,0,0,0,0,0,0,5.975,0.0699999999999999,True,Agoro - Agu Forest Reserve,Solar home system
5503053,0,0,0,0,0,16964.587848050083,0.0,0.0,1594.8184814453125,162.64418029785156,5.153838543542192,56,3,0,0,0,0,0,0,0,0,9.3625,0.005,False,,Solar home system
5503054,0,0,0,0,0,18645.150565585885,0.0,0.0,1603.3692801339287,382.65606689453125,4.15301670229216,269,21,0,0,0,0,0,0,0,0,14.303333333333333,0.7150000000000001,False,,Solar home system
5503055,0,0,0,1,0,1477.0411637310453,0.0,0.0,1634.1280517578125,135.15567016601562,2.1585401419222427,103,19,0,0,0,0,0,0,0,0,15.0775,12.0375,False,,Grid extension
5503056,0,0,1,0,0,5608.000769344098,0.0,0.0,1631.4501953125,360.67333984375,2.8659865522837933,279,23,0,1,0,0,0,0,0,0,15.25,2.78,False,,Solar home system
5503057,0,0,0,0,0,20171.300410841814,0.0,0.0,1570.5749289772727,311.175537109375,7.748985269443348,134,9,0,0,0,0,0,0,0,2,8.1775,0.42,True,Agoro - Agu Forest Reserve,Solar home system
5503058,0,0,1,0,0,19149.731375858933,0.0,0.0,1562.539368872549,251.0939178466797,6.638893836649847,55,12,0,1,0,0,0,0,0,0,3.4925,0.0525,True,Agoro - Agu Forest Reserve,Solar home system
5503059,0,0,0,0,0,11735.212891080804,0.36891111731529236,1.2178930012617009,1602.610137195122,665.626708984375,3.155490554156171,322,8,0,0,0,0,0,0,0,4,13.4875,0.0325,False,,Solar home system
5503060,0,0,1,0,0,14913.448950420114,0.0,0.0,1599.9461206896551,424.8088073730469,2.4414278815196395,200,11,1,0,0,0,0,0,0,2,9.5575,0.1425,False,,Solar home system
5503061,0,1,1,0,0,7494.201518598633,0.0,0.0,1604.76259765625,246.76947021484375,5.226641909360085,232,24,0,1,0,0,0,0,0,1,2.5966666666666667,1.5675,True,Lalak Forest Reserve,Existing minigrid
5503062,0,0,0,0,0,9740.516917901341,0.0,0.0,1601.4996744791667,251.9755096435547,2.9845140003905573,195,13,0,0,0,0,0,0,0,0,20.41333333333333,0.865,False,,Solar home system
5503063,0,0,0,0,0,4923.504681271518,0.0,0.0,1611.7267252604167,202.97312927246094,3.112805893081657,138,21,0,0,0,0,0,0,0,1,19.5225,0.8274999999999999,False,,Solar home system
5503064,0,0,0,0,0,5515.085171125498,0.40488603711128235,1.2920753935741451,1612.18310546875,245.65045166015625,6.45249200164874,135,12,0,0,0,0,0,0,0,0,6.734999999999999,0.7324999999999999,True,Lalak Forest Reserve,Solar home system
5503065,0,0,1,0,0,6420.891878021064,0.0,0.0,1608.4392903645833,292.5970153808594,2.9427506493074054,198,30,1,0,0,0,0,0,0,1,14.8625,2.0075000000000003,False,,Solar home system
5503066,0,0,0,0,0,8399.32733113759,0.0,0.0,1608.5171875,412.4455871582031,3.6132634570891478,69,3,0,0,0,0,0,0,0,0,6.365,0.0,True,Lalak Forest Reserve,Solar home system
5503067,0,0,0,0,0,16105.444033200623,0.4191780984401703,1.177323611500354,1587.785625,225.17886352539062,6.038919655414909,87,8,0,0,0,0,0,0,0,0,9.04,0.1475,True,Agoro - Agu Forest Reserve,Solar home system
5503068,0,1,0,0,0,3761.737010448295,0.0,0.0,1617.96630859375,618.251220703125,2.7882504662394796,174,14,0,0,0,0,0,0,0,2,20.6125,2.8975,False,,Existing minigrid
5503069,0,0,0,0,0,7284.568000311674,0.0,0.0,1608.78017578125,353.2826843261719,2.9360869322029797,207,18,0,0,0,0,0,0,0,0,14.7225,1.39,False,,Solar home system
5503070,0,0,1,0,0,10008.584752641396,0.0,0.0,1604.20234375,340.7925720214844,3.1351035095960276,168,23,1,0,0,0,0,0,0,10,11.315,0.4775,False,,Solar home system
5503071,0,0,0,0,0,4019.924927300134,0.0,0.0,1614.405029296875,351.71795654296875,2.8540240917161332,221,12,0,0,0,0,0,0,0,1,29.62333333333333,1.0525000000000002,False,,Solar home system
5503072,0,0,0,0,0,17621.696057036752,0.0,0.0,1600.8037574404761,29.034385681152344,5.234574665476293,20,1,0,0,0,0,0,0,0,0,8.94,0.02,False,,Solar home system
5503073,0,0,1,1,0,9732.45566590156,0.0,0.0,1615.9368699596773,701.85107421875,3.6530595796574614,403,48,1,0,0,0,0,0,0,0,13.605,0.6074999999999999,False,,Grid extension
5503074,0,0,0,0,0,15826.356005940359,0.0,0.0,1599.180752840909,168.79269409179688,5.196011797450003,29,0,0,0,0,0,0,0,0,0,8.4375,0.0433333333333333,False,,Solar home system
5503075,0,0,0,0,0,2653.946985140693,0.0,0.0,1666.635986328125,76.92430877685547,1.7493442000752364,54,3,0,0,0,0,0,0,0,0,18.826666666666668,2.4266666666666663,False,,Solar home system
5503076,0,0,0,1,0,2322.4715522964348,0.0,0.0,1667.548583984375,149.39520263671875,1.813135377183586,66,10,0,0,0,0,0,0,0,0,23.453333333333333,3.095,False,,Grid extension
5503077,0,0,0,1,0,813.7191023683066,0.0,0.0,1672.3577473958333,386.59326171875,2.082839581144958,161,29,0,0,0,0,0,0,0,0,29.73333333333333,2.3200000000000003,False,,Grid extension
5503078,0,0,0,1,0,888.9384007395718,0.0,0.0,1672.8450520833333,514.5897216796875,2.0515905342631484,251,53,0,0,0,0,0,0,0,1,26.9975,4.6,False,,Grid extension
5503079,0,0,0,0,1,850.8229703424444,0.0,0.0,1669.6488037109375,382.5804443359375,1.836916775173611,149,23,0,0,0,0,0,0,0,0,17.78,0.9066666666666668,False,,Existing grid
5503080,0,0,0,1,0,1152.8146156320129,0.0,0.0,0.0,248.0968780517578,2.0484662538457155,99,22,0,0,0,0,0,0,0,0,37.75333333333334,3.82,False,,Grid extension
5503081,0,0,1,0,1,102.90114551179803,0.0,0.0,1670.775390625,155.03257751464844,1.8927154684560208,51,19,1,0,0,0,0,0,0,0,17.542499999999997,1.185,False,,Existing grid
5503082,0,0,0,0,0,4932.161076336329,0.0,0.0,1652.4822998046875,67.12541961669922,3.0965335605458777,11,2,0,0,0,0,0,0,0,0,4.952500000000001,0.08,False,,Solar home system
5503083,0,0,0,0,0,2779.0186087011334,0.0,0.0,1646.1487926136363,46.3173942565918,4.519192456634449,7,2,0,0,0,0,0,0,0,0,21.295,0.05,True,Lalak Forest Reserve,Solar home system
5503084,0,0,1,0,0,3183.9360188137402,0.0,0.0,1657.961181640625,39.95335006713867,3.337871807080439,6,2,1,0,0,0,0,0,0,0,25.4025,0.0,False,,Solar home system
5503085,0,0,0,1,0,3017.638425246528,0.0,0.0,1664.0789794921875,263.2040100097656,1.9602485090133852,173,23,0,0,0,0,0,0,0,4,12.405,3.2,False,,Grid extension
5503086,0,0,0,1,0,2389.7533224533718,0.0,0.0,1662.800537109375,324.9069519042969,2.1186621997214043,189,28,0,0,0,0,0,0,0,3,16.883333333333333,2.0000000000000004,False,,Grid extension
5503087,0,0,0,1,0,1437.7608823415706,0.0,0.0,1659.28515625,311.9022216796875,2.6278497002758523,132,16,0,0,0,0,0,0,0,3,26.700000000000003,0.7533333333333334,False,,Grid extension
5503088,0,0,0,1,0,4463.932416744001,0.0,0.0,1661.5830078125,371.0740966796875,2.435913848771004,215,26,0,0,0,0,0,0,0,0,31.33,1.2175,False,,Grid extension
5503089,0,0,1,1,1,318.0227847519852,0.0,0.0,1653.9736328125,1006.368896484375,2.3558967195297877,492,69,1,0,0,0,0,0,0,8,12.393333333333336,13.365,False,,Grid extension
5503090,0,0,0,0,1,586.9740175955085,0.0,0.0,1657.687255859375,337.1388244628906,2.4485127152811588,121,13,0,0,0,0,0,0,0,0,31.41,2.2225,False,,Existing grid
5503091,0,0,0,1,1,519.6459887868559,0.0,0.0,1658.5999755859375,154.28741455078125,2.028316956113643,70,9,0,0,0,0,0,0,0,0,34.88666666666666,1.2275,False,,Grid extension
5503092,1,0,0,0,0,2424.2987084115457,0.0,0.0,1648.6015625,470.25146484375,1.8085254281745287,361,33,0,0,0,0,0,0,1,0,19.13,2.306666666666666,False,,Candidate minigrid
5503093,0,0,0,0,0,19017.328378481852,0.0,0.0,1603.264892578125,19.29084014892578,2.6372459811238587,3,0,0,0,0,0,0,0,0,0,9.695,0.02,False,,Solar home system
5503094,0,0,0,0,0,16272.714888523738,0.0,0.0,0.0,0.0,2.0116690526436725,1,0,0,0,0,0,0,0,0,0,28.88,0.0,False,,Solar home system
5503095,0,0,0,0,0,22981.20699234789,0.0,0.0,1563.310763888889,211.57154846191406,9.263281955736224,3,0,0,0,0,0,0,0,0,0,2.5525,0.3033333333333333,True,Agoro - Agu Forest Reserve,Solar home system
5503096,0,0,0,0,0,17085.81719971141,0.0,0.0,1602.5345052083333,96.16827392578125,2.171520151990525,10,0,0,0,0,0,0,0,0,0,7.875000000000001,0.07,False,,Solar home system
5503097,0,0,0,0,0,19159.926207275767,0.35738468170166016,1.0438407316552163,1579.341037326389,435.7327880859375,2.690818652742523,60,3,0,0,0,0,0,0,0,0,11.8575,0.09,True,Agoro - Agu Forest Reserve,Solar home system
5503098,0,0,0,0,0,20203.181019149946,0.0,0.0,1608.4697265625,273.23297119140625,2.281871887775718,71,10,0,0,0,0,0,0,0,0,15.377499999999998,0.0233333333333333,True,Lamwo Forest Reserve,Solar home system
5503099,0,1,2,0,0,22234.340543580955,0.0,0.0,1577.4537760416667,1933.25,3.716690627914206,855,140,1,1,0,0,0,0,0,0,12.3425,5.2625,True,Agoro - Agu Forest Reserve,Existing minigrid
5503100,0,0,0,0,0,20589.755332411838,0.0,0.0,1586.906947544643,225.2570343017578,2.4447802491449004,64,9,0,0,0,0,0,0,0,3,21.3175,0.255,True,Agoro - Agu Forest Reserve,Solar home system
5503101,0,0,2,0,0,22227.523649727565,0.0,0.0,1598.8814697265625,518.60693359375,2.035766510397218,184,44,2,0,0,0,0,0,0,0,14.375,4.105,False,,Solar home system
5503102,0,0,0,0,0,17314.074965029453,0.36131471395492554,0.9874697896740159,1613.1414695945946,107.3065185546875,3.9893929807137822,3,1,0,0,0,0,0,0,0,0,6.5425,0.04,True,Agoro - Agu Forest Reserve,Solar home system
5503103,0,0,0,0,0,28394.08362353522,0.0,0.0,1548.112060546875,150.19024658203125,7.6037321761727075,28,2,0,0,0,0,0,0,0,0,4.4375,0.0,True,Agoro - Agu Forest Reserve,Solar home system
5503104,0,1,1,0,0,16665.053689692875,0.0,0.0,1625.2255859375,530.388671875,2.591474273004143,114,13,1,0,0,0,0,0,0,0,19.5325,0.8125,True,Agoro - Agu Forest Reserve,Existing minigrid
5503105,0,1,1,0,0,19204.03041104373,0.0,0.0,1617.013950892857,498.6332702636719,3.6015924329501914,211,23,0,1,0,0,0,0,0,2,10.4125,1.045,True,Agoro - Agu Forest Reserve,Existing minigrid
5503106,0,0,0,0,0,20992.29357133731,0.0,0.0,1609.4482421875,317.1368713378906,3.0933460809231272,113,7,0,0,0,0,0,0,0,4,16.063333333333333,1.195,True,Agoro - Agu Forest Reserve,Solar home system
5503107,0,0,1,0,0,23830.978992251843,0.0,0.0,1596.36162109375,690.0269775390625,2.395635910688751,241,33,1,0,0,0,0,0,2,2,17.5,2.0675,True,Agoro - Agu Forest Reserve,Solar home system
